ID do Card,Responsável,Whatsapp Nome Fornecedor,Whatsapp Número Fornecedor,Status,Status Código,Data de Criação,Última Alteração,time_status,time_timeout,Etiquetas,Prioridade,A. Status Viabilidade,B. Status Comercial,C. Status Solicitação de Contratação,D. Status Suprimentos,E. Status Implantação,F. Status Pendência do Cliente,G. Status Cancelamento,01 - NOME CARD,02 - DESCRIÇÃO,03 - PROJETO,04 - PRODUTO,05 - VELOCIDADE,06 - DESIGNAÇÃO OI,07 - DESIGNAÇÃO NAVA,08 - OS PORTAL OI,09 - ENDEREÇO,10 - BAIRRO,11 - MUNICÍPIO,12 - UF,13 - CEP,14 - SOLICITANTE OI,15 - CONTRATO,16 - TOTAL MENSAL,17 - INSTALAÇÃO,18 - GERENCIAMENTO,19 - MENSALIDADE OI,20 - CLIENTE FINAL,21 - LOCALIDADE,22 - RAZÃO SOCIAL/FORNECEDOR,23 - NOME FANTASIA,24 - MENSALIDADE DO PROVEDOR,25 - TAXA DE INSTALAÇÃO DO PROVEDOR,26 - CNPJ DO FORNECEDOR,27 - TELEFONE DE CONTATO,28 - E-MAIL DO FORNECEDOR,29 - ATENDENTE/FORNECEDOR,30 - FIDELIDADE,31 - TIPO DE CONTROLE,32 - VALOR DA MULTA DE RESCISÃO,33 - DATA ACORDADA PARA ENVIO DE NF,34 - MEIO DE ENVIO DE NF ACORDADO COM O FORNECEDOR,35 - PRIORIDADE,36 - LOJA,37 - ESCOPO TÉCNICO,38 - GATEWAY,39 - MÁSCARA,40 - IP DISPONIVEL/FIXO,41 - TIPO DE SOLICITAÇÃO,42 - VISITA DE TÉCNICA,43 - TIPO DE VISITA,44 - MOTIVO DA IMPRODUTIVA
1946595,[A Definir],,,Cancelamento em Andamento,7,18/09/2025,19/09/2025,18/09/2025,-,"DESATIVAÇÃO, NVR",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - ANEXO - COLÉGIO ESTADUAL DUQUE DE CAXIAS - DIST. PALMEIRINHA - 1179654 - PMIR5010002,"Contato Oi: Apenas via e-mail por enquanto, ld-oemp-b2b@oi.net.br / Cliente solicitou o cancelamento do link descrito neste cartão. Motivo: Desistência do cliente final. NVR TELECOM - 77 9800-3641.",-,BANDA LARGA,-,PMIR5010002,255068377,PMIR 5010002_20250917_8,"RUA IDÉLCIO OLIVEIRA, 0",CENTRO,IGUAÍ,BA,45280-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1946594,[A Definir],,,Cancelamento em Andamento,7,18/09/2025,19/09/2025,18/09/2025,-,"NVR, DESATIVAÇÃO",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - ANEXO - COLÉGIO ESTADUAL DUQUE DE CAXIAS - DISTRITO DE IGUAIBI - 1179378 - IGBI5010002,"Contato Oi: Apenas via e-mail por enquanto, ld-oemp-b2b@oi.net.br / Cliente solicitou o cancelamento do link descrito neste cartão. Motivo: Desistência do cliente final. NVR TELECOM - 77 9800-3641.",-,BANDA LARGA,-,IGBI5010002,255068483,IGBI 5010002_20250917_3,"DISTRITO DE IGUAIBI, 0",CENTRO,IGUAÍ,BA,45280-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1946593,Assessoria Solutions,,,Cancelamento em Andamento,7,18/09/2025,19/09/2025,18/09/2025,-,"DESATIVAÇÃO, OUTROS PROVEDORES, ASSESSORIA ROBSON, CANCELAMENTO FORMALIZADO",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - COLÉGIO ESTADUAL ISABEL ARAÚJO DA SILVA - 1130406 - FRP5010751,"Contato Oi: Apenas via e-mail por enquanto, ld-oemp-b2b@oi.net.br / Cliente solicitou o cancelamento do link descrito neste cartão. Motivo: Desistência do cliente final. SUPRINET TELECOM - 77 9990-4082",-,BANDA LARGA,-,FRP5010751,255068417,FRP 5010751_20250917_34,"RUA ELPÍDIO SANTANA, S/N",CENTRO,FORMOSA DO RIO PRETO,BA,47990-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1946592,Assessoria Solutions,,,Cancelamento em Andamento,7,18/09/2025,19/09/2025,18/09/2025,-,"OUTROS PROVEDORES, DESATIVAÇÃO, ASSESSORIA ATUANDO, ASSESSORIA ROBSON",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - ANEXO DO COLÉGIO ESTADUAL DUQUE DE CAXIAS - 1179299 - CTI5011009,"Contato Oi: Apenas via e-mail por enquanto, ld-oemp-b2b@oi.net.br / Cliente solicitou o cancelamento do link descrito neste cartão. Motivo: Desistência do cliente final. PROVIDER - 77 9844-4419 / 77 9919-2083.",-,BANDA LARGA,-,CTI5011009,255068366,CTI 5011009_20250917_41,"PRAÇA TIRADENTES, 30",CENTRO,CORRENTINA,BA,47650-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1946410,[A Definir],,,Comercial,2,18/09/2025,19/09/2025,19/09/2025,-,OUTROS PROVEDORES,Sem prioridade,Viável,Comercial_Proposta Enviada,-,-,-,-,-,PEDIDO DE CONEXÃO NOVA - - - IP DEDICADO - SANEPAR,"CAROS por favor, viabilizar valores conforme a descrição deste card e solicitação do cliente Cliente:Cliente: SANEPAR
Ponta A: TRAVESSA JOSE PEDRO DE LIMA, 0 COORDENADAS: (-25.976860526837754, -49.33572963260- - VILA MARIA - CEP:83850-000 AGUDOS DO SUL/PR
Velocidades:5 Mbps - IP Dedicado
Prazo Contratual: 24 meses
COORDENADAS: (-25.976860526837754, -49.33572963260)
OBS: O CLIENTE NÃO ESPECIFICOU A BARRA DO IP DEDICADO VERIFICAR O MAIS ACESSÍVEL EM VALORES",-,IP DEDICADO,5MB,-,-,-,"RAVESSA JOSE PEDRO DE LIMA, 0",VILA MARIA,AGUDOS DO SUL,PR,83850-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1944778,Vinicius Santos,,,Suprimentos,4,17/09/2025,19/09/2025,19/09/2025,-,OUTROS PROVEDORES,Sem prioridade,Viável,Comercial_Proposta Aceita,Solicitação_Viável,Suprimentos_Aguardando Contato,-,-,-,PROJ. VIVO - PEDIDO DE CONEXÃO NOVA - ID136079 - BANDA LARGA - BRADESCO-3748_AG NOVA OLINDA DO NORTE,"CAROS POR FAVOR, SEGUIR COM A CONTRATAÇÃO DO LINK CONFORME AS DESCRIÇÕES DESTE CARD. TODOS OS LINKS FORAM PREVIAMENTE VIABILIZADOS ATRAVÉS DE PLANILHA E SÃO DO CLIENTE VIVO/ TELEFÔNICA",VIVO ,BANDA LARGA,100MB,ID136079,1944778,-,"RUA DA INDEPENDÊNCIA, S/N",-,NOVA OLINDA DO NORTE,AM,69230-000,-,-,534.45,650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1944549,Vinicius Santos,,,Suprimentos,4,17/09/2025,19/09/2025,17/09/2025,-,"OUTROS PROVEDORES, Aguardando assinatura do contrato",Alta,Viável,Comercial_Proposta Aceita,Solicitação_Viável,Suprimentos_Aguardando Contato,-,-,-,PLANO DE AÇÃO - AMERICANAS S.A - BANDA LARGA - 1391 - MANACAPURU - MPU5010523,"Sidnei, Alex e Sidnei (Suporte) entraram em contato solicitando apoio no reparo junto ao fornecedor RBG (Provedor Amazon), informando que estamos no segundo dia de indisponibilidade. Acionei o fornecedor RBG e sugeri a troca de provedor. Em paralelo, estamos avaliando alternativas para viabilizar o processo com maior agilidade. Celso (Gestor CEC) ciente.

APÓS INSTALAÇÃO COM PROVEDOR MANACAPURU.COM, CANCELAR O LINK COM FORNECEDOR RBG.",LASA,BANDA LARGA,100MBPS,MPU5010523,500001862,-,"RUA BOULEVARD PEDRO RATES DE OLIVEIRA, 615",CENTRO,MANACAPURU,AM,69400-000,-,-,"R$ 356,57","R$ 0,00","R$ 40,50","R$ 316,07",-,-,-,-,"R$ 0,00","R$ 0,00",-,-,-,-,-,-,"R$ 0,00",-,-,-,-,-,-,-,-,-,-,-,-
1943429,[A Definir],,,Solicitação de Contratação,3,16/09/2025,19/09/2025,19/09/2025,-,OUTROS PROVEDORES,Alta,Viável,Comercial_Proposta Aceita,Solicitação_Viável,Suprimentos_Aguardando Contato,-,-,-,PROJ. VIVO - PEDIDO DE CONEXÃO NOVA - ID127408 - IP DEDICADO - BRADESCO-736_AG TABATINGA - AM,"CAROS POR FAVOR, SEGUIR COM A CONTRATAÇÃO DO LINK CONFORME AS DESCRIÇÕES DESTE CARD. TODOS OS LINKS FORAM PREVIAMENTE VIABILIZADOS ATRAVÉS DE PLANILHA E SÃO DO CLIENTE VIVO/ TELEFÔNICA - CONTRATO DE 24 MESES - PRAZO DE ENTREGA DO LINK 30 DIAS A CONTAR DA FORMALIZAÇÃO DIA: 16/09/2025 - IP DEDICADO/32 
 ",VIVO/ TELEFONICA ,IP DEDICADO/32,10MB,ID127408 ,1943429 ,-,"Av. da Amizade, S/N",-,TABATINGA,AM,69640-000,-,-,1400,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1943428,[A Definir],,,Comercial,2,16/09/2025,19/09/2025,17/09/2025,-,OUTROS PROVEDORES,Sem prioridade,Viável,Comercial_Proposta Enviada,-,-,-,-,-,PROJ. VIVO - PEDIDO DE CONEXÃO NOVA - ID126662 - BANDA LARGA - BRADESCO-3740_AG BENJAMIN CONSTANT,"CAROS POR FAVOR, SEGUIR COM A CONTRATAÇÃO DO LINK CONFORME AS DESCRIÇÕES DESTE CARD. TODOS OS LINKS FORAM PREVIAMENTE VIABILIZADOS ATRAVÉS DE PLANILHA E SÃO DO CLIENTE VIVO/ TELEFÔNICA - CONTRATO DE 24 MESES - PRAZO DE ENTREGA DO LINK 30 DIAS A CONTAR DA FORMALIZAÇÃO DIA: 16/09/2025 BANDA LARGA E IP DINAMICO",VIVO/ TELEFONICA ,BANDA LARGA,100MB,ID126662,1943428 ,-,"AVENIDA VINTE E UM DE ABRIL,1010",-,BENJAMIN CONSTANT,AM,69630-000,-,-,2378,650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1943427,[A Definir],,,Comercial,2,16/09/2025,19/09/2025,17/09/2025,-,OUTROS PROVEDORES,Sem prioridade,Viável,Comercial_Proposta Enviada,-,-,-,-,-,PROJ. VIVO - PEDIDO DE CONEXÃO NOVA - ID136147 - BANDA LARGA - BRADESCO-3740_PAA BENJAMIM CONSTANT AM,"CAROS POR FAVOR, SEGUIR COM A CONTRATAÇÃO DO LINK CONFORME AS DESCRIÇÕES DESTE CARD. TODOS OS LINKS FORAM PREVIAMENTE VIABILIZADOS ATRAVÉS DE PLANILHA E SÃO DO CLIENTE VIVO/ TELEFÔNICA - CONTRATO DE 24 MESES - PRAZO DE ENTREGA DO LINK 30 DIAS A CONTAR DA FORMALIZAÇÃO DIA: 16/09/2025 BANDA LARGA E IP DINAMICO",VIVO/ TELEFONICA ,BANDA LARGA,100MB,ID136147,1943427,-,"RUA LEOPOLDO PERES , S/N",-,BENJAMIN CONSTANT,AM,69630-000,-,-,2378,650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1943426,Vinicius Santos,,,Suprimentos,4,16/09/2025,19/09/2025,17/09/2025,-,"OUTROS PROVEDORES, Aguardando analise do Juridico",Alta,Viável,Comercial_Proposta Aceita,Solicitação_Viável,Suprimentos_Aguardando Jurídico,-,-,-,PROJ. VIVO - PEDIDO DE CONEXÃO NOVA - ID127427 - BANDA LARGA - BRADESCO-3724_AG EIRUNEPE,"CAROS POR FAVOR, SEGUIR COM A CONTRATAÇÃO DO LINK CONFORME AS DESCRIÇÕES DESTE CARD. TODOS OS LINKS FORAM PREVIAMENTE VIABILIZADOS ATRAVÉS DE PLANILHA E SÃO DO CLIENTE VIVO/ TELEFÔNICA - CONTRATO DE 24 MESES - PRAZO DE ENTREGA DO LINK 30 DIAS A CONTAR DA FORMALIZAÇÃO DIA: 16/09/2025 BANDA LARGA E IP DINAMICO",VIVO/ TELEFONICA ,BANDA LARGA,100MB,ID127427 ,1943426,-,"AVENIDA PRESIDENTE VARGAS, 142",-,EIRUNEPE,AM,69880-000,-,-,420,650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1943425,Vinicius Santos,,,Suprimentos,4,16/09/2025,19/09/2025,17/09/2025,-,"OUTROS PROVEDORES, Aguardando analise do Juridico",Alta,Viável,Comercial_Proposta Aceita,Solicitação_Viável,Suprimentos_Aguardando Jurídico,-,-,-,PROJ. VIVO - PEDIDO DE CONEXÃO NOVA - ID126998 - BANDA LARGA - BRADESCO-5041_AG IPIXUNA,"CAROS POR FAVOR, SEGUIR COM A CONTRATAÇÃO DO LINK CONFORME AS DESCRIÇÕES DESTE CARD. TODOS OS LINKS FORAM PREVIAMENTE VIABILIZADOS ATRAVÉS DE PLANILHA E SÃO DO CLIENTE VIVO/ TELEFÔNICA - CONTRATO DE 24 MESES - PRAZO DE ENTREGA DO LINK 30 DIAS A CONTAR DA FORMALIZAÇÃO DIA: 16/09/2025 BANDA LARGA E IP DINAMICO",VIVO/ TELEFONICA ,BANDA LARGA,100MB,ID126998 ,1943425,-,"AVENIDA JOÃO HERCULANO PRIMO, 504",-,IPIXUNA,AM,69890-000,-,-,420,650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1943424,Vinicius Santos,,,Suprimentos,4,16/09/2025,19/09/2025,17/09/2025,-,OUTROS PROVEDORES,Alta,Viável,Comercial_Proposta Aceita,Solicitação_Viável,Suprimentos_Aguardando Contato,-,-,-,PROJ. VIVO - PEDIDO DE CONEXÃO NOVA - ID 126661 - BANDA LARGA - BRADESCO-3731_AG FONTE BOA,"CAROS POR FAVOR, SEGUIR COM A CONTRATAÇÃO DO LINK CONFORME AS DESCRIÇÕES DESTE CARD. TODOS OS LINKS FORAM PREVIAMENTE VIABILIZADOS ATRAVÉS DE PLANILHA E SÃO DO CLIENTE VIVO/ TELEFÔNICA - CONTRATO DE 24 MESES - PRAZO DE ENTREGA DO LINK 30 DIAS A CONTAR DA FORMALIZAÇÃO DIA: 16/09/2025 BANDA LARGA E IP DINAMICO",VIVO/ TELEFONICA ,BANDA LARGA,100MB,-,-,-,"RUA EURICO GASPAR DUTRA, s/n",-,FONTE BOA,AM,69670-000,-,-,700,650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1943422,[A Definir],,,Comercial,2,16/09/2025,19/09/2025,17/09/2025,-,OUTROS PROVEDORES,Sem prioridade,Viável,-,-,-,-,-,-,PROJ. VIVO - PEDIDO DE CONEXÃO NOVA - ID136145 - BANDA LARGA - BRADESCO-3749_AG SÃO PAULO DE OLIVENCA,"CAROS POR FAVOR, SEGUIR COM A CONTRATAÇÃO DO LINK CONFORME AS DESCRIÇÕES DESTE CARD. TODOS OS LINKS FORAM PREVIAMENTE VIABILIZADOS ATRAVÉS DE PLANILHA E SÃO DO CLIENTE VIVO/ TELEFÔNICA - CONTRATO DE 24 MESES - PRAZO DE ENTREGA DO LINK 30 DIAS A CONTAR DA FORMALIZAÇÃO DIA: 16/09/2025 BANDA LARGA E IP DINAMICO",VIVO/ TELEFONICA ,BANDA LARGA,100MB,ID136145 ,1943422 ,-,"RUA GETÚLIO VARGAS, 1414",-,SÃO PAULO DE OLIVENCA,AM,69600-000,-,-,2800,650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1943421,[A Definir],,,Solicitação de Contratação,3,16/09/2025,19/09/2025,16/09/2025,-,OUTROS PROVEDORES,Sem prioridade,Viável,Comercial_Proposta Aceita,Solicitação_Em Análise,-,-,-,-,PROJ. VIVO - PEDIDO DE CONEXÃO NOVA - ID136146 - BANDA LARGA - BRADESCO - 5042_AG JUTAI,"CAROS POR FAVOR, SEGUIR COM A CONTRATAÇÃO DO LINK CONFORME AS DESCRIÇÕES DESTE CARD. TODOS OS LINKS FORAM PREVIAMENTE VIABILIZADOS ATRAVÉS DE PLANILHA E SÃO DO CLIENTE VIVO/ TELEFÔNICA - CONTRATO DE 24 MESES - PRAZO DE ENTREGA DO LINK 30 DIAS A CONTAR DA FORMALIZAÇÃO DIA: 16/09/2025 BANDA LARGA E IP DINAMICO",VIVO/ TELEFONICA ,BANDA LARGA,100MB,-,-,-,"RUA PADRE JOÃO VANDENDUNGEN, S/N",-,JUTAI,AM,69660-000,-,-,650,650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
